medicare provider number,hospital name,street address,city,state,zip code,"hospital system or, if independent, ipps/cah",is hospital a critical access hospital (y/n)?,"hospital compare 5-star rating (october 2018, na=not available)",number of outpatient services,total private allowed amount for outpatient services ($ millions),simulated medicare allowed amount for outpatient services ($ millions),relative price for outpatient services,standardized price per outpatient service,number of inpatient stays,total private allowed amount for inpatient services ($ millions),simulated medicare allowed amount for inpatient services ($ millions),relative price for inpatient services,standardized price per inpatient stay,total private allowed amount for inpatient and outpatient services ($ millions),simulated medicare allowed amount for inpatient and outpatient services ($ millions),relative price for professional inpatient and outpatient services,relative price for inpatient facility services,relative price for outpatient facility services,relative price for inpatient and outpatient services,total private allowed amount for facility inpatient and outpatient services ($ millions),simulated medicare allowed amount for facility inpatient and outpatient services ($ millions),total private allowed amount for professional inpatient and outpatient services ($ millions),simulated medicare allowed amount for professional inpatient and outpatient services ($ millions),"hospital compare 5-star rating (october 2018, n/a = not available)",Total Discharges,Total Discharges.1,Total Discharges.2,Average Covered Charges,Average Covered Charges.1,Average Covered Charges.2,Average Total Payments,Average Total Payments.1,Average Total Payments.2,Average Medicare Payments,Average Medicare Payments.1,Average Medicare Payments.2,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges.1,Average Estimated Total Submitted Charges.2,Average Medicare Allowed Amount,Average Medicare Allowed Amount.1,Average Medicare Allowed Amount.2,Average Medicare Payment Amount,Average Medicare Payment Amount.1,Average Medicare Payment Amount.2,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services.1,Outlier Comprehensive APC Services.2,Average Medicare Outlier Amount,Average Medicare Outlier Amount.1,Average Medicare Outlier Amount.2,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number.1
360071,Van Wert County Hospital,"1250 S Washington
Street",Van Wert,OH,45891,Mercy Health,N,3,54,0.09,0.03,294,277.26,,,,,,,,,,345%,,,,,,,20.0,20.11111111111111,20.142857142857142,17165.707777777778,19468.152222222223,19685.18559857143,10170.105555555554,11495.125555555556,11248.188348714288,9204.835555555554,10389.193333333333,10127.634535285715,,9547.932431457442,7727.767870244332,,3687.7907387057367,2197.5814834660932,,2926.3580402930365,1744.7775908906283,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360072,Fairfield Medical Center,401 North Ewing Street,Lancaster,OH,43130,"Fairfield Medical
Center",N,3,210,0.45,0.17,264,247.36,,,,,,,,,,305%,,,,,,,28.986842105263158,32.57954545454545,34.344086021505376,27479.04197368422,29088.751249999998,27950.012363634418,10902.255657894739,10896.852159090911,10745.278222677423,9104.64802631579,9249.307159090908,9064.34778204301,39270.77307010457,32881.31388803994,22979.68428021829,10707.271945412109,7631.330966852862,4962.264700708376,9552.704201212968,6607.75983628792,4260.263172624202,2.0,6.142857142857143,1.3157894736842106,192.68528611111,237.24237828054297,140.41680371120052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360074,Flower Hospital,5200 Harroun Road,Sylvania,OH,43560,"ProMedica Health
System",N,3,182,0.26,0.11,238,220.59,29,0.43,0.23,188,13416,0.68,0.34,118,204%,263%,204,0.61,0.28,0.07,0.06,,28.1875,25.877551020408163,27.630434782608695,50731.51687500001,52647.22163265303,54079.51569804348,9441.340833333334,9689.387959183672,9155.376471673915,7862.569374999998,8170.373061224488,7858.490711108694,18250.9714285714,30404.099505269864,28642.2097899919,3842.9562857142796,4377.946340090089,3085.228015835222,3058.522,3493.096509945579,2461.4314177194083,0.0,18.75,15.333333333333334,0.0,648.4856345394725,1157.5754223994911,185272.33235586667,13263.997346,42290.32363,25537.994692,54085.658219,,1222810.7685,,12850.0,,6518653.384713,1711047.565265071,,,,,,,,,,5636.6665846333335,78284.19079539999,155534.96004666667,37758.0,,,,4237.0,360074
360075,Uh Regional Hospitals,27100 Chardon Road,"Richmond
Heights",OH,44143,University Hospitals,N,4,34,0.07,0.02,275,276.53,,,,,,,,,,325%,,,,,,,29.595238095238095,28.023255813953487,27.170731707317074,29211.059761904762,30244.139999999996,27610.78372560976,10497.998095238096,11706.99046511628,11334.054325829267,8102.328571428572,9070.561627906975,8616.373033487806,21204.0896551724,20877.06003155192,14124.362207099251,4232.64,3540.7094984237037,2797.97845680547,3372.3399999999897,2808.30613341291,2242.478136113288,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360076,Atrium Medical Center,"One Medical Center
Drive",Franklin,OH,45005,Premier Health,N,4,372,0.76,0.28,268,247.37,25,0.4,0.17,234,17792,1.17,0.46,144,258%,298%,255,1.04,0.37,0.13,0.09,,28.87037037037037,31.148936170212767,30.479166666666668,48209.137962962974,44322.45319148936,43083.08728354166,10290.346296296295,10190.058723404252,10231.885270541667,8465.560555555554,8632.648085106384,8004.182308750001,40098.64445775749,32002.070107182324,22686.39995394315,11662.48442834137,9199.73040000598,5441.012962738547,10444.402544283404,8158.771466416284,4701.215233456565,0.0,1.2,0.9473684210526315,0.0,133.0595,86.20721871344999,,199708.3771171,,,,,1989178.0,,122243.0,,20577154.1205,5338560.7822,,,,,,,7026.87385755,,,,,46440.86228881333,,19971.195958999997,,,,360076
360077,Fairview Hospital,18101 Lorain Avenue,Cleveland,OH,44111,"The Cleveland Clinic
Health System",N,4,65,0.21,0.06,327,302.57,20,0.19,0.16,119,10475,0.4,0.22,178,105%,360%,179,0.31,0.17,0.09,0.05,,38.68468468468468,40.49629629629629,41.128787878787875,36957.38414414415,35956.95970370372,35251.54889151515,10757.208288288282,11305.073185185185,11251.020571704548,9217.327027027028,9895.939555555558,9441.764085810604,46788.50838513562,34751.89773440591,23041.85313738702,12138.425871757803,8869.952242231868,5544.8707793378,10958.618066136165,7802.366039702864,4798.738648992908,0.0,0.0,0.0,0.0,0.0,0.0,,4183915.3303285716,62985.49964426675,,20562.997024750002,634195.7753399999,978344.4143837501,,,,14896810.098675,3639478.984925,,,,,,7966.086129208695,4027.3909707217394,,,,1083.7498856225,953949.5104292308,77595.0,21182.666270766666,,,396371.7270728,360077
360078,Uh Portage Medical Center,6847 N Chestnut,Ravenna,OH,44266,University Hospitals,N,2,217,0.31,0.13,244,218.29,15,0.15,0.08,179,11980,0.46,0.21,151,188%,269%,218,0.4,0.17,0.06,0.04,,29.0,27.82857142857143,29.227272727272727,33756.12125,34916.551999999996,39271.562911818175,8360.284375,7867.631142857142,8622.545634204544,7181.8065625,6550.2260000000015,7236.955866272728,32756.781007417576,20376.464656562668,15981.281568839988,12469.492785714276,4933.334074290999,3459.6888220075093,11322.4741,4057.5070848149076,2852.5521260655228,0.0,0.0,0.0,0.0,0.0,0.0,,-2.9999989339999997,1483.0,,3337.7499612,,2636131.19672,,44975.0,,4023612.9452,1513080.2178,,,,,,,1807.6665614333333,,,,,,,49471.66430510001,,,,360078
360079,Kettering Memorial Hospital,"3535 Southern
Boulevard",Kettering,OH,45429,"Kettering Health
Network",N,3,418,1.12,0.45,250,234.27,43,0.99,0.43,227,19186,2.11,0.88,137,250%,278%,239,1.87,0.71,0.24,0.17,,34.371428571428574,35.41558441558441,32.901315789473685,58540.270714285696,63109.04428571428,72516.86320835527,13693.566928571423,14732.744480519483,16455.422909868426,9947.135642857143,11386.470714285713,12492.100069671053,59307.97029231683,53837.90963828849,39587.67810637394,11222.368719266278,9009.584664209715,6210.404868589497,10078.234740825252,7948.059837319846,5439.903403634791,1.2,4.0,4.0,179.745638333333,184.3355302020202,78.20686471354166,,31319.995634,4243515.651133333,652189.93973,,,634886.3621575,,,,4761470.379799999,1002231.325433125,,,,,,2624.44980255,3123.0866708260874,,3313.304082134782,1000763.8274,,472158.80137,,2792744.3716647364,,,2193968.158786956,360079
360081,St. Charles Hospital,2600 Navarre Avenue,Oregon,OH,43616,Mercy Health,N,2,159,0.2,0.07,295,261.21,16,0.16,0.1,159,10833,0.35,0.16,168,160%,326%,214,0.31,0.14,0.04,0.02,,27.84,25.354166666666668,29.295454545454547,44052.55680000001,56256.464791666665,51804.82643272727,8697.076200000003,10147.234166666667,9051.359599590907,6819.574999999999,8488.536874999998,7583.084544136363,25351.836,36193.67915779319,22645.49825265747,4069.2056,4007.179436783507,2271.1656502844717,3214.9056,3192.2309915123437,1799.512409350354,0.0,2.6,0.0,0.0,454.11843076923,0.0,163037.0,41881.0,397381.5,79960.981165,41573.41561066666,,2641315.6188375,,,,15586571.778125,3850666.4287625,,,,,,,2268.555342405556,67.5,,28374.16611733333,,,,4032.8333090300002,,,,360081
360084,Aultman Hospital,2600 Sixth Street Sw,Canton,OH,44710,"Aultman Health
Foundation",N,3,34,0.04,0.02,170,152.16,17,0.18,0.16,109,10218,0.22,0.19,102,112%,180%,117,0.18,0.15,0.04,0.04,,36.67256637168141,36.57657657657658,38.839622641509436,28866.4814159292,31982.337567567578,33066.591271207544,12159.006814159293,13301.38054054054,13013.227470405664,9800.592920353984,10786.656216216217,10139.917989245285,36732.82924225453,25642.15248808794,16409.626267038933,11075.855008867,7783.699369241819,4677.308656451004,9930.859317241368,6793.11397989009,3995.812015439761,0.0,0.0,0.0,0.0,0.0,0.0,285118.98755799996,3574053.946956143,2720543.180387283,826327.730281,,114655.0,332520.1888429375,,10088.990162845,1995630.4986,331416.1600112583,165369.19744195833,175203.0,51817.0,,,,5713.580620061538,4292.755908871429,6164.998368952223,6186.38207927619,,103685.71634442857,131363.81787610098,,1157166.2302373738,,,456071.26100571424,360084
360085,"The Ohio State University
Hospital",410 West 10th Avenue,Columbus,OH,43210,"The Ohio State
University Wexner",N,4,729,1.38,0.61,224,231.78,83,3.1,1.25,248,23545,4.47,1.86,138,263%,252%,240,4.05,1.56,0.42,0.3,,43.0,44.33953488372093,43.141129032258064,80461.62257142861,81218.75367441864,93920.84767878627,20875.552333333322,20837.341953488376,22879.908206112897,16640.931761904758,16570.22186046512,18081.20228593548,51468.93977365252,44356.44887881802,31940.030039888406,12875.576753780751,9881.954569599506,6474.855410382566,11733.134765179664,8804.011376892407,5666.258200248406,0.0,4.714285714285714,10.2,0.0,303.2018783726543,651.1098655660861,,,,,78727.23123,4818818.8511,11680620.379322223,,,,92872661.60077779,23635399.426566668,,,,,,12624.79555657,,,,,,,,441200.23711454996,7239602.606916667,,527337.7894958333,360085
360086,"Springfield Regional Medical
Center","100 Medical Center
Drive",Springfield,OH,45504,Mercy Health,N,2,89,0.17,0.06,269,240.12,,,,,,,,,,294%,,,,,,,31.908045977011493,32.23076923076923,33.229729729729726,37958.3543678161,44750.18705128207,46253.480701486485,10340.120459770118,10934.033717948718,10927.79136495946,8563.440689655174,9003.78961538461,8893.832313608109,42216.54464577488,40933.46099655248,33180.34296347709,11423.765291858672,8419.049740101198,6021.0309909893895,10248.669532930104,7370.982188830894,5196.144381900596,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360087,Lutheran Hospital,1730 West 25th Street,Cleveland,OH,44113,"The Cleveland Clinic
Health System",N,5,14,0.06,0.02,250,211.65,,,,,,,,,,252%,,,,,,,32.526315789473685,43.1764705882353,44.27777777777778,28027.168421052636,25910.935882352944,27298.83963277778,8430.405263157896,8786.732352941175,9665.076176222221,7082.444736842104,7324.158823529411,7896.693390833334,,21635.987634803874,15956.579065435848,,4952.049424342105,2886.823215375836,,4126.005411184208,2345.609453692112,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360089,"Mercy Health-Tiffin  Hospital
Llc",45 St Lawrence Drive,Tiffin,OH,44883,Mercy Health,N,5,42,0.12,0.03,428,389.42,,,,,,,,,,508%,,,,,,,23.09090909090909,28.894736842105264,27.90909090909091,16486.13818181818,18388.755263157895,19524.079905818184,7335.04090909091,8480.31894736842,8082.160590500002,6008.110909090909,7212.795789473684,6775.920854545455,,21727.062841465893,16912.206938140258,,3674.1018272759343,2764.515128456893,,2913.27738260745,2201.3086183263613,,6.5,5.857142857142857,,814.44709230769,430.6117803921557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360090,St. Lukes Hospital,5901 Monclova Road,Maumee,OH,43537,Independent (IPPS),N,3,209,0.24,0.16,154,141.45,16,0.29,0.17,171,14251,0.53,0.33,103,182%,170%,163,0.47,0.27,0.06,0.06,,32.45679012345679,33.0,30.333333333333332,27863.709382716042,29380.83538461539,28443.919529655155,9220.8975308642,9271.157948717946,8878.353183344823,7688.246543209881,7701.099615384615,7389.491562229882,33934.26313168971,28451.314016968645,19772.08327843709,9899.116624617882,7957.667464224615,4492.06330978538,8741.071549401257,6909.006987294798,3759.8108275629493,3.2,1.0,0.0,207.8809075,86.47155537190082,0.0,,364339.96438,,,63949.976712,,1843154.7798000001,,20790.665867566666,,1473861.8851279167,615747.9563915749,,,,,,,1781.7221490944446,,,,,,,24156.664726,,,109685.0,360090
360091,Medina Hospital,"1000 East Washington
Street",Medina,OH,44256,"The Cleveland Clinic
Health System",N,2,26,0.08,0.02,314,280.77,,,,,,,,,,334%,,,,,,,34.09090909090909,35.15555555555556,37.16981132075472,24812.87681818182,24339.388444444445,22719.808707943394,8138.66590909091,7480.322222222224,7467.160799509432,6972.901363636362,6419.390222222222,6297.880764698112,11878.5304545454,12978.21981704298,9407.854704894055,4232.74681818181,3563.9241668492805,2524.9388390720733,3367.10136363636,2829.723120928162,2006.4507201901017,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360092,"Memorial Hospital Of Union
County",500 London Avenue,Marysville,OH,43040,Independent (IPPS),N,4,90,0.22,0.06,342,332.47,,,,,,,,,,415%,,,,,,,17.666666666666668,22.571428571428573,18.75,18970.41777777778,22443.534285714286,23347.930050000003,8506.905555555555,9396.224285714286,9417.374148625,7350.271111111111,8221.32,8111.561025625,,12900.076259552245,10705.276732707694,,3031.699890331593,2437.7882740157384,,2412.1285810960067,1906.9952039403574,,11.0,2.25,,1263.64496363636,198.86241666666626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360095,"Blanchard Valley Reg. Health
Center",1900 South Main Street,Findlay,OH,45840,"Blanchard Valley
Health System",N,4,103,0.24,0.08,295,266.02,,,,,,,,,,330%,,,,,,,31.57377049180328,33.47540983606557,34.18032786885246,20820.574754098358,20183.395901639346,22876.04424293442,7620.899672131147,7505.4514754098345,8037.889440737703,6060.915081967212,6256.618852459015,6830.863513213111,25337.147172727236,22908.89605399262,13761.576891762332,5571.552921212118,5871.374158348627,3481.495380744908,4610.515563636361,4903.346605196991,2830.829796805007,12.5,5.0,1.1875,1906.7551551282,410.77376018518333,50.37122631578944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360098,Lake Hospital System,7590 Auburn Road,Concord,OH,44077,Lake Health,N,2,46,0.06,0.02,251,224.75,,,,,,,,,,272%,,,,,,,38.96747967479675,39.19047619047619,41.92307692307692,35839.701707317094,34873.17603174602,37375.32058153844,8938.942032520325,9006.748095238094,9201.27704091453,7830.782764227641,7786.198571428572,7999.5995476495755,38942.18882064709,28962.007582149323,18335.738181592624,10009.327626262626,7494.116072930691,4399.893248341941,8913.233020202022,6484.4609716358345,3728.2049884432117,0.0,0.0,0.7142857142857143,0.0,0.0,62.48501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360107,The Bellevue Hospital,1400 West Main Street,Bellevue,OH,44811,Independent (IPPS),N,4,101,0.15,0.06,225,215.81,,,,,,,,,,238%,,,,,,,18.571428571428573,18.727272727272727,23.416666666666668,19522.27642857143,22776.778181818183,23974.102538333333,6409.660714285715,6927.217272727273,6903.854986999999,5324.327857142857,5803.031818181818,5564.9793685,,15340.224528556348,10922.270225845723,,3137.3435738898875,2192.001638128319,,2492.085094836245,1740.7706958652027,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360112,St Vincent Medical Center,2213 Cherry Street,Toledo,OH,43608,Mercy Health,N,3,229,0.44,0.17,255,225.98,27,0.45,0.3,150,13362,0.89,0.47,129,156%,280%,188,0.8,0.4,0.09,0.07,,29.88118811881188,29.194174757281555,28.0,92762.07039603962,103964.56417475728,117480.70425527266,18573.394554455448,20490.150194174752,22175.145162063644,14009.126831683165,15351.375631067958,16347.627712736361,79185.63154475442,64447.68948927247,48570.30494597231,11579.754243104317,8943.178485836104,6156.160847791378,10410.664032342676,7907.4304753843,5356.871522698688,8.0,8.375,2.9285714285714284,398.20590104166666,665.9990407954544,423.4182568965515,,,5537981.918650434,572898.49863,35343.3289955,,9988034.074025,,397150.94058125,,42027882.948,12005085.317875,,,,,,7107.26614298,10924.17261813913,,,82182.99354214287,,59876.97055,,1009594.6840579475,,,2885129.0036956524,360112
360118,Medcentral Health System,335 Glessner Avenue,Mansfield,OH,44903,Ohiohealth,N,3,104,0.27,0.1,273,240.57,11,0.09,0.06,159,11585,0.37,0.16,160,160%,296%,230,0.33,0.13,0.04,0.03,,39.625,40.861702127659576,42.2183908045977,26672.410312499997,31458.268617021273,32266.667912413806,10125.660729166668,11354.053404255323,10670.964285609196,8787.677395833334,9770.395425531919,9196.242597988508,49552.734296649025,38648.31752543023,24386.39806876452,12842.939187685384,8515.109512853847,5273.956184632873,11702.508328629534,7457.024843791433,4534.366842278135,0.0,10.8,7.055555555555555,0.0,442.93344666666655,424.15818869395673,2357.4997271,65263.75185822222,888860.38863,270627.7465888888,41336.328424666666,16771.24600125,3247014.6895000003,,,,10719583.453833332,4939897.290416666,,,,,,,3159.49969499,,,,26503.798741399998,,154084.589042,86311.32495716667,,,624954.8320546667,360118
360121,"Community Hospital Of
Williams City",433 West High Street,Bryan,OH,43506,Independent (IPPS),N,3,14,0.06,0.02,315,278.52,,,,,,,,,,343%,,,,,,,20.095238095238095,21.714285714285715,21.142857142857142,15778.53,16371.276666666663,20177.799830047617,8299.171904761906,9607.60761904762,10821.237832285713,6921.250476190476,7845.769047619049,9231.947839380953,43915.2430913978,28183.858138071,18266.345297792403,8890.892419354836,5452.220165066813,4457.129626068222,7628.5214516129,4576.7835743145715,3829.44160243364,15.0,6.166666666666667,1.8461538461538463,813.3287866666659,676.1843976689978,145.38111538461538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360123,Uh St. John Medical Center,"29000 Center Ridge
Road",Westlake,OH,44145,University Hospitals,N,5,47,0.06,0.03,236,226.4,,,,,,,,,,266%,,,,,,,32.264367816091955,34.03703703703704,35.140845070422536,27946.56321839081,29661.095185185197,31292.651361126747,8975.960459770115,9577.536419753085,9960.594724239438,7180.170229885058,8039.761234567902,8154.851721323945,42533.20747215047,30926.14861523492,22663.530489932036,9884.39884625166,6853.092428032111,5319.406780883039,8861.244771347927,5895.105707769275,4582.868757525917,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360125,"Ashtabula County Medical
Center",2420 Lake Avenue,Ashtabula,OH,44004,"The Cleveland Clinic
Health System",N,1,15,0.01,0,179,187.31,,,,,,,,,,178%,,,,,,,27.428571428571427,29.428571428571427,29.764705882352942,20478.71551020408,18922.49408163265,21527.347373725494,7803.1808163265305,7072.521836734692,7544.929741882352,6773.636734693879,6015.4357142857125,6368.050099960784,24908.5001397879,19787.001384632877,13077.375883930754,5875.36019607843,4269.454343343519,2904.716960824559,4822.546862745096,3442.0684548196195,2318.120841585572,0.0,16.0,2.6666666666666665,0.0,1212.938342424235,185.77415370370335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360131,Alliance Community Hospital,200 East State Street,Alliance,OH,44601,"Aultman Health
Foundation",N,3,18,0.01,0.01,175,146.26,,,,,,,,,,192%,,,,,,,24.842105263157894,27.294117647058822,30.23076923076923,13786.832105263158,14992.19235294118,13542.182517153848,7012.661578947367,7164.450588235293,7108.002881461537,5472.161578947369,5539.332352941177,5504.431637076923,15444.219266917276,11524.808761777269,9195.063554705415,5983.549868421051,3579.6137909010813,2789.001815677239,4943.884868421051,2848.391606993035,2242.265549166685,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360132,Fort Hamilton Hospital,630 Eaton Avenue,Hamilton,OH,45013,"Kettering Health
Network",N,3,77,0.16,0.06,270,245.79,,,,,,,,,,302%,,,,,,,30.589285714285715,28.907692307692308,29.03921568627451,40076.782321428575,37819.75061538462,42676.816430784325,8321.646964285714,7910.474153846154,8993.73237827451,6827.201964285714,6419.92076923077,7025.574169235292,47683.794,28204.077613035566,23313.850517975443,8730.3076,5367.721760173651,3214.4453336851793,7470.295999999999,4369.677906006987,2593.8560161374735,0.0,0.0,1.4166666666666667,0.0,0.0,122.9740990196075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360133,Grandview Hospital,405 Grand Avenue,Dayton,OH,45405,"Kettering Health
Network",N,4,427,0.78,0.31,255,235.16,35,0.85,0.36,234,18885,1.63,0.67,134,246%,293%,243,1.48,0.56,0.15,0.11,,29.517241379310345,30.223880597014926,32.784615384615385,56032.728103448266,55378.58208955224,59142.32628846153,11854.894137931034,12089.890597014923,12694.83754812308,9326.873620689656,9611.038059701494,9524.810740461542,35469.05719047616,40086.52696013498,27474.81656622672,6745.386795634911,7162.922835865257,3734.6069486661722,5637.387628968245,6109.349634743516,3025.811155689517,0.0,2.7,4.266666666666667,0.0,139.26329925925899,248.42707696969669,108288.99891553335,4628427.835810236,8113.5,483404.8916563636,27019.327273546667,294563.725685,737209.679795,,,,5717791.1984625,1110026.93082625,,,,,,,,,,100024.999272875,847.0,128500.28060142857,,103457.28465014286,,,62270.5564533125,360133
360134,Good Samaritan Hospital,375 Dixmyth Avenue,Cincinnati,OH,45220,"Catholic Health
Initiatives",N,4,1810,3.7,1.74,213,211.58,307,6.48,3.03,214,20594,10.18,4.77,116,239%,254%,214,8.87,3.63,1.32,1.14,,32.885714285714286,32.8,33.30088495575221,52476.34028571427,53761.36945454544,50010.73550628319,14806.939999999997,15302.654454545464,15113.054911185834,11538.932,11813.611363636359,11311.951135327437,44679.03409305289,37287.18134552438,24581.160472708463,10790.978969718268,8555.465512117484,4574.376599353415,9595.496972701947,7486.783053409558,3854.8319958056563,2.75,2.3636363636363638,0.6875,106.30683636363638,98.86895493112947,76.06403636363626,,508556.0452704239,2583580.6187787503,383433.94376269565,22740.494578250004,,5794641.152644445,,,,14714442.473966666,4320885.236144444,,,,,,13175.066669157142,2056.2214720272223,,1870.6993123145003,378940.8014487,,293630.22025623807,86551.31269833333,1007325.456753762,,,1148609.5589516668,360134
360137,Uh Cleveland Medical Center,11100 Euclid Avenue,Cleveland,OH,44106,University Hospitals,N,4,267,0.64,0.17,368,343.66,16,0.84,0.25,334,40915,1.48,0.43,164,362%,419%,348,1.37,0.36,0.11,0.07,,32.711229946524064,31.878172588832488,31.67539267015707,73662.84807486636,78167.19964467,91015.60332246072,20572.33090909091,21106.143248730965,24379.98010317278,16833.306310160428,17384.60954314721,20221.27470167539,64825.00544740653,53147.3862408039,35458.05249967498,12657.114140547437,10136.04174117599,6528.892351914122,11512.795601108939,9087.40763102241,5738.9533487921735,7.555555555555555,11.642857142857142,16.5,504.2431774074066,647.7462355563986,867.3487435228873,,6722095.2335625,,1845237.9826333334,,,6150671.484933333,66610080.0,2091944.238357143,,2415959.156947143,973309.229157143,,,,,,3927.768838743693,4561.34756783913,,7473.908728013636,,13468.999772115001,6115798.7796249995,,145226.5744245647,5594255.369391304,,102507.1408219,360137
360143,Marymount Hospital,12300 Mccracken Road,"Garfield
Heights",OH,44125,"The Cleveland Clinic
Health System",N,5,39,0.23,0.07,320,278.3,,,,,,,,,,340%,,,,,,,29.125,30.94736842105263,31.423728813559322,35077.186249999984,34933.25122807018,31323.04865762712,7549.9907812500005,8378.014736842104,8488.939755644069,6478.883750000001,7171.62403508772,7119.231354711865,31191.399271708597,22299.548034143947,17104.79422367886,6395.228907563025,4539.281141053387,3609.355872809847,5339.2960644257655,3672.055588474025,2969.453195551196,0.0,4.2,0.0,0.0,251.29355999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
